site_id,site_name,operator,year,metric,value,unit,source_url,source_table,note
prineville,Meta Prineville (OR),Meta,2021,electricity_mwh,898409,MWh,https://sustainability.atmeta.com/wp-content/uploads/2025/10/Meta_2025-Environmental-Data-Index.pdf,"2025 Environmental Data Index, 2.1 Electricity - Electricity Consumption by Facility (in MWh)","Facility-level metered electricity as reported by Meta (owned data centers reported by site). Whole campus, all buildings online that year."
prineville,Meta Prineville (OR),Meta,2022,electricity_mwh,982177,MWh,https://sustainability.atmeta.com/wp-content/uploads/2025/10/Meta_2025-Environmental-Data-Index.pdf,"2025 Environmental Data Index, 2.1 Electricity - Electricity Consumption by Facility (in MWh)","Facility-level metered electricity as reported by Meta (owned data centers reported by site). Whole campus, all buildings online that year."
prineville,Meta Prineville (OR),Meta,2023,electricity_mwh,1375321,MWh,https://sustainability.atmeta.com/wp-content/uploads/2025/10/Meta_2025-Environmental-Data-Index.pdf,"2025 Environmental Data Index, 2.1 Electricity - Electricity Consumption by Facility (in MWh)","Facility-level metered electricity as reported by Meta (owned data centers reported by site). Whole campus, all buildings online that year."
prineville,Meta Prineville (OR),Meta,2024,electricity_mwh,1728291,MWh,https://sustainability.atmeta.com/wp-content/uploads/2025/10/Meta_2025-Environmental-Data-Index.pdf,"2025 Environmental Data Index, 2.1 Electricity - Electricity Consumption by Facility (in MWh)","Facility-level metered electricity as reported by Meta (owned data centers reported by site). Whole campus, all buildings online that year."
lulea,Meta Lulea (Sweden),Meta,2012,electricity_mwh,5000,MWh,https://sustainability.atmeta.com/wp-content/uploads/2023/04/2016-Facebook-Sustainability-Data-Disclosure.pdf,Facebook Sustainability Data 2016 - Electricity Use (MWh),"Facility-level metered electricity as reported by Meta (owned data centers reported by site). Whole campus, all buildings online that year. Values pre-2021 are rounded to the nearest 1,000 MWh in Meta's disclosures. First (partial) year of operation."
lulea,Meta Lulea (Sweden),Meta,2013,electricity_mwh,53000,MWh,https://sustainability.atmeta.com/wp-content/uploads/2023/04/2016-Facebook-Sustainability-Data-Disclosure.pdf,Facebook Sustainability Data 2016 - Electricity Use (MWh),"Facility-level metered electricity as reported by Meta (owned data centers reported by site). Whole campus, all buildings online that year. Values pre-2021 are rounded to the nearest 1,000 MWh in Meta's disclosures."
lulea,Meta Lulea (Sweden),Meta,2014,electricity_mwh,105000,MWh,https://sustainability.atmeta.com/wp-content/uploads/2023/04/2016-Facebook-Sustainability-Data-Disclosure.pdf,Facebook Sustainability Data 2016 - Electricity Use (MWh),"Facility-level metered electricity as reported by Meta (owned data centers reported by site). Whole campus, all buildings online that year. Values pre-2021 are rounded to the nearest 1,000 MWh in Meta's disclosures."
lulea,Meta Lulea (Sweden),Meta,2015,electricity_mwh,187000,MWh,https://sustainability.atmeta.com/wp-content/uploads/2023/04/2016-Facebook-Sustainability-Data-Disclosure.pdf,Facebook Sustainability Data 2016 - Electricity Use (MWh),"Facility-level metered electricity as reported by Meta (owned data centers reported by site). Whole campus, all buildings online that year. Values pre-2021 are rounded to the nearest 1,000 MWh in Meta's disclosures."
lulea,Meta Lulea (Sweden),Meta,2016,electricity_mwh,295000,MWh,https://sustainability.atmeta.com/wp-content/uploads/2021/06/2020_FB_Sustainability-Data.pdf,Facebook Sustainability Data 2020 - Electricity Use (MWh),"Facility-level metered electricity as reported by Meta (owned data centers reported by site). Whole campus, all buildings online that year. Values pre-2021 are rounded to the nearest 1,000 MWh in Meta's disclosures."
lulea,Meta Lulea (Sweden),Meta,2017,electricity_mwh,301000,MWh,https://sustainability.atmeta.com/wp-content/uploads/2023/07/Meta-2023-Environmental-Data-Index.pdf,"2023 Environmental Data Index, 2.1 Electricity - Electricity consumption by facility (in MWh)","Facility-level metered electricity as reported by Meta (owned data centers reported by site). Whole campus, all buildings online that year. Values pre-2021 are rounded to the nearest 1,000 MWh in Meta's disclosures."
lulea,Meta Lulea (Sweden),Meta,2018,electricity_mwh,337000,MWh,https://sustainability.atmeta.com/wp-content/uploads/2023/07/Meta-2023-Environmental-Data-Index.pdf,"2023 Environmental Data Index, 2.1 Electricity - Electricity consumption by facility (in MWh)","Facility-level metered electricity as reported by Meta (owned data centers reported by site). Whole campus, all buildings online that year. Values pre-2021 are rounded to the nearest 1,000 MWh in Meta's disclosures."
lulea,Meta Lulea (Sweden),Meta,2019,electricity_mwh,373000,MWh,https://sustainability.atmeta.com/wp-content/uploads/2023/07/Meta-2023-Environmental-Data-Index.pdf,"2023 Environmental Data Index, 2.1 Electricity - Electricity consumption by facility (in MWh)","Facility-level metered electricity as reported by Meta (owned data centers reported by site). Whole campus, all buildings online that year. Values pre-2021 are rounded to the nearest 1,000 MWh in Meta's disclosures."
lulea,Meta Lulea (Sweden),Meta,2020,electricity_mwh,369000,MWh,https://sustainability.atmeta.com/wp-content/uploads/2025/10/Meta_2025-Environmental-Data-Index.pdf,"2025 Environmental Data Index, 2.1 Electricity - Electricity Consumption by Facility (in MWh)","Facility-level metered electricity as reported by Meta (owned data centers reported by site). Whole campus, all buildings online that year."
lulea,Meta Lulea (Sweden),Meta,2021,electricity_mwh,306054,MWh,https://sustainability.atmeta.com/wp-content/uploads/2025/10/Meta_2025-Environmental-Data-Index.pdf,"2025 Environmental Data Index, 2.1 Electricity - Electricity Consumption by Facility (in MWh)","Facility-level metered electricity as reported by Meta (owned data centers reported by site). Whole campus, all buildings online that year."
lulea,Meta Lulea (Sweden),Meta,2022,electricity_mwh,267471,MWh,https://sustainability.atmeta.com/wp-content/uploads/2025/10/Meta_2025-Environmental-Data-Index.pdf,"2025 Environmental Data Index, 2.1 Electricity - Electricity Consumption by Facility (in MWh)","Facility-level metered electricity as reported by Meta (owned data centers reported by site). Whole campus, all buildings online that year."
lulea,Meta Lulea (Sweden),Meta,2023,electricity_mwh,351931,MWh,https://sustainability.atmeta.com/wp-content/uploads/2025/10/Meta_2025-Environmental-Data-Index.pdf,"2025 Environmental Data Index, 2.1 Electricity - Electricity Consumption by Facility (in MWh)","Facility-level metered electricity as reported by Meta (owned data centers reported by site). Whole campus, all buildings online that year."
lulea,Meta Lulea (Sweden),Meta,2024,electricity_mwh,468809,MWh,https://sustainability.atmeta.com/wp-content/uploads/2025/10/Meta_2025-Environmental-Data-Index.pdf,"2025 Environmental Data Index, 2.1 Electricity - Electricity Consumption by Facility (in MWh)","Facility-level metered electricity as reported by Meta (owned data centers reported by site). Whole campus, all buildings online that year."
prometheus_oh,Meta New Albany (OH),Meta,2019,electricity_mwh,38000,MWh,https://sustainability.atmeta.com/wp-content/uploads/2023/07/Meta-2023-Environmental-Data-Index.pdf,"2023 Environmental Data Index, 2.1 Electricity - Electricity consumption by facility (in MWh)","Facility-level metered electricity as reported by Meta (owned data centers reported by site). Whole campus, all buildings online that year. Values pre-2021 are rounded to the nearest 1,000 MWh in Meta's disclosures. First (partial) year of operation."
prometheus_oh,Meta New Albany (OH),Meta,2020,electricity_mwh,270000,MWh,https://sustainability.atmeta.com/wp-content/uploads/2025/10/Meta_2025-Environmental-Data-Index.pdf,"2025 Environmental Data Index, 2.1 Electricity - Electricity Consumption by Facility (in MWh)","Facility-level metered electricity as reported by Meta (owned data centers reported by site). Whole campus, all buildings online that year."
prometheus_oh,Meta New Albany (OH),Meta,2021,electricity_mwh,511414,MWh,https://sustainability.atmeta.com/wp-content/uploads/2025/10/Meta_2025-Environmental-Data-Index.pdf,"2025 Environmental Data Index, 2.1 Electricity - Electricity Consumption by Facility (in MWh)","Facility-level metered electricity as reported by Meta (owned data centers reported by site). Whole campus, all buildings online that year."
prometheus_oh,Meta New Albany (OH),Meta,2022,electricity_mwh,702694,MWh,https://sustainability.atmeta.com/wp-content/uploads/2025/10/Meta_2025-Environmental-Data-Index.pdf,"2025 Environmental Data Index, 2.1 Electricity - Electricity Consumption by Facility (in MWh)","Facility-level metered electricity as reported by Meta (owned data centers reported by site). Whole campus, all buildings online that year."
prometheus_oh,Meta New Albany (OH),Meta,2023,electricity_mwh,793063,MWh,https://sustainability.atmeta.com/wp-content/uploads/2025/10/Meta_2025-Environmental-Data-Index.pdf,"2025 Environmental Data Index, 2.1 Electricity - Electricity Consumption by Facility (in MWh)","Facility-level metered electricity as reported by Meta (owned data centers reported by site). Whole campus, all buildings online that year."
prometheus_oh,Meta New Albany (OH),Meta,2024,electricity_mwh,521217,MWh,https://sustainability.atmeta.com/wp-content/uploads/2025/10/Meta_2025-Environmental-Data-Index.pdf,"2025 Environmental Data Index, 2.1 Electricity - Electricity Consumption by Facility (in MWh)","Facility-level metered electricity as reported by Meta (owned data centers reported by site). Whole campus, all buildings online that year. 34% drop vs 2023 (location-based Scope 2 for the site also fell); not explained in the index."
prineville,Meta Prineville (OR),Meta,2014,water_m3,39747,m3,https://sustainability.atmeta.com/wp-content/uploads/2023/04/2016-Facebook-Sustainability-Data-Disclosure.pdf,Facebook Sustainability Data 2016 - Water Use (gallons),"Water withdrawal (not consumption) at the data center site, per Meta. Reported in US gallons; converted at 3.78541 L/gal."
prineville,Meta Prineville (OR),Meta,2015,water_m3,70030,m3,https://sustainability.atmeta.com/wp-content/uploads/2023/04/2016-Facebook-Sustainability-Data-Disclosure.pdf,Facebook Sustainability Data 2016 - Water Use (gallons),"Water withdrawal (not consumption) at the data center site, per Meta. Reported in US gallons; converted at 3.78541 L/gal."
prineville,Meta Prineville (OR),Meta,2016,water_m3,70000,m3,https://sustainability.atmeta.com/wp-content/uploads/2021/06/2020_FB_Sustainability-Data.pdf,Facebook Sustainability Data 2020 - Water Withdrawal by Facility (cubic meters),"Water withdrawal (not consumption) at the data center site, per Meta. Rounded to nearest 1,000 m3 in the source."
prineville,Meta Prineville (OR),Meta,2017,water_m3,172000,m3,https://sustainability.atmeta.com/wp-content/uploads/2023/07/Meta-2023-Environmental-Data-Index.pdf,"2023 Environmental Data Index, 3.1 Water withdrawal by facility (in cubic meters)","Water withdrawal (not consumption) at the data center site, per Meta. Rounded to nearest 1,000 m3 in the source."
prineville,Meta Prineville (OR),Meta,2018,water_m3,160000,m3,https://sustainability.atmeta.com/wp-content/uploads/2023/07/Meta-2023-Environmental-Data-Index.pdf,"2023 Environmental Data Index, 3.1 Water withdrawal by facility (in cubic meters)","Water withdrawal (not consumption) at the data center site, per Meta. Rounded to nearest 1,000 m3 in the source."
prineville,Meta Prineville (OR),Meta,2019,water_m3,208000,m3,https://sustainability.atmeta.com/wp-content/uploads/2023/07/Meta-2023-Environmental-Data-Index.pdf,"2023 Environmental Data Index, 3.1 Water withdrawal by facility (in cubic meters)","Water withdrawal (not consumption) at the data center site, per Meta. Rounded to nearest 1,000 m3 in the source."
prineville,Meta Prineville (OR),Meta,2020,water_m3,445000,m3,https://sustainability.atmeta.com/wp-content/uploads/2023/07/Meta-2023-Environmental-Data-Index.pdf,"2023 Environmental Data Index, 3.1 Water withdrawal by facility (in cubic meters)","Water withdrawal (not consumption) at the data center site, per Meta. Rounded to nearest 1,000 m3 in the source."
prineville,Meta Prineville (OR),Meta,2021,water_m3,353951,m3,https://sustainability.atmeta.com/wp-content/uploads/2023/07/Meta-2023-Environmental-Data-Index.pdf,"2023 Environmental Data Index, 3.1 Water withdrawal by facility (in cubic meters)","Water withdrawal (not consumption) at the data center site, per Meta."
prineville,Meta Prineville (OR),Meta,2022,water_m3,240302,m3,https://sustainability.atmeta.com/wp-content/uploads/2023/07/Meta-2023-Environmental-Data-Index.pdf,"2023 Environmental Data Index, 3.1 Water withdrawal by facility (in cubic meters)","Water withdrawal (not consumption) at the data center site, per Meta."
prineville,Meta Prineville (OR),Meta,2023,water_m3,180000,m3,https://sustainability.atmeta.com/wp-content/uploads/2025/10/Meta_2025-Environmental-Data-Index.pdf,"2025 Environmental Data Index, 3.1 Water Withdrawal by Facility (in megaliters)","Water withdrawal (not consumption) at the data center site, per Meta. Reported in megaliters (1 ML = 1,000 m3), integer-rounded by Meta."
prineville,Meta Prineville (OR),Meta,2024,water_m3,328000,m3,https://sustainability.atmeta.com/wp-content/uploads/2025/10/Meta_2025-Environmental-Data-Index.pdf,"2025 Environmental Data Index, 3.1 Water Withdrawal by Facility (in megaliters)","Water withdrawal (not consumption) at the data center site, per Meta. Reported in megaliters (1 ML = 1,000 m3), integer-rounded by Meta."
lulea,Meta Lulea (Sweden),Meta,2014,water_m3,15899,m3,https://sustainability.atmeta.com/wp-content/uploads/2023/04/2016-Facebook-Sustainability-Data-Disclosure.pdf,Facebook Sustainability Data 2016 - Water Use (gallons),"Water withdrawal (not consumption) at the data center site, per Meta. Reported in US gallons; converted at 3.78541 L/gal."
lulea,Meta Lulea (Sweden),Meta,2015,water_m3,32933,m3,https://sustainability.atmeta.com/wp-content/uploads/2023/04/2016-Facebook-Sustainability-Data-Disclosure.pdf,Facebook Sustainability Data 2016 - Water Use (gallons),"Water withdrawal (not consumption) at the data center site, per Meta. Reported in US gallons; converted at 3.78541 L/gal."
lulea,Meta Lulea (Sweden),Meta,2016,water_m3,32000,m3,https://sustainability.atmeta.com/wp-content/uploads/2021/06/2020_FB_Sustainability-Data.pdf,Facebook Sustainability Data 2020 - Water Withdrawal by Facility (cubic meters),"Water withdrawal (not consumption) at the data center site, per Meta. Rounded to nearest 1,000 m3 in the source."
lulea,Meta Lulea (Sweden),Meta,2017,water_m3,66000,m3,https://sustainability.atmeta.com/wp-content/uploads/2023/07/Meta-2023-Environmental-Data-Index.pdf,"2023 Environmental Data Index, 3.1 Water withdrawal by facility (in cubic meters)","Water withdrawal (not consumption) at the data center site, per Meta. Rounded to nearest 1,000 m3 in the source."
lulea,Meta Lulea (Sweden),Meta,2018,water_m3,53000,m3,https://sustainability.atmeta.com/wp-content/uploads/2023/07/Meta-2023-Environmental-Data-Index.pdf,"2023 Environmental Data Index, 3.1 Water withdrawal by facility (in cubic meters)","Water withdrawal (not consumption) at the data center site, per Meta. Rounded to nearest 1,000 m3 in the source."
lulea,Meta Lulea (Sweden),Meta,2019,water_m3,58000,m3,https://sustainability.atmeta.com/wp-content/uploads/2023/07/Meta-2023-Environmental-Data-Index.pdf,"2023 Environmental Data Index, 3.1 Water withdrawal by facility (in cubic meters)","Water withdrawal (not consumption) at the data center site, per Meta. Rounded to nearest 1,000 m3 in the source."
lulea,Meta Lulea (Sweden),Meta,2020,water_m3,49000,m3,https://sustainability.atmeta.com/wp-content/uploads/2023/07/Meta-2023-Environmental-Data-Index.pdf,"2023 Environmental Data Index, 3.1 Water withdrawal by facility (in cubic meters)","Water withdrawal (not consumption) at the data center site, per Meta. Rounded to nearest 1,000 m3 in the source."
lulea,Meta Lulea (Sweden),Meta,2021,water_m3,38922,m3,https://sustainability.atmeta.com/wp-content/uploads/2023/07/Meta-2023-Environmental-Data-Index.pdf,"2023 Environmental Data Index, 3.1 Water withdrawal by facility (in cubic meters)","Water withdrawal (not consumption) at the data center site, per Meta."
lulea,Meta Lulea (Sweden),Meta,2022,water_m3,25358,m3,https://sustainability.atmeta.com/wp-content/uploads/2023/07/Meta-2023-Environmental-Data-Index.pdf,"2023 Environmental Data Index, 3.1 Water withdrawal by facility (in cubic meters)","Water withdrawal (not consumption) at the data center site, per Meta."
lulea,Meta Lulea (Sweden),Meta,2023,water_m3,50000,m3,https://sustainability.atmeta.com/wp-content/uploads/2025/10/Meta_2025-Environmental-Data-Index.pdf,"2025 Environmental Data Index, 3.1 Water Withdrawal by Facility (in megaliters)","Water withdrawal (not consumption) at the data center site, per Meta. Reported in megaliters (1 ML = 1,000 m3), integer-rounded by Meta."
lulea,Meta Lulea (Sweden),Meta,2024,water_m3,29000,m3,https://sustainability.atmeta.com/wp-content/uploads/2025/10/Meta_2025-Environmental-Data-Index.pdf,"2025 Environmental Data Index, 3.1 Water Withdrawal by Facility (in megaliters)","Water withdrawal (not consumption) at the data center site, per Meta. Reported in megaliters (1 ML = 1,000 m3), integer-rounded by Meta."
prometheus_oh,Meta New Albany (OH),Meta,2019,water_m3,33000,m3,https://sustainability.atmeta.com/wp-content/uploads/2023/07/Meta-2023-Environmental-Data-Index.pdf,"2023 Environmental Data Index, 3.1 Water withdrawal by facility (in cubic meters)","Water withdrawal (not consumption) at the data center site, per Meta. Rounded to nearest 1,000 m3 in the source."
prometheus_oh,Meta New Albany (OH),Meta,2020,water_m3,35000,m3,https://sustainability.atmeta.com/wp-content/uploads/2023/07/Meta-2023-Environmental-Data-Index.pdf,"2023 Environmental Data Index, 3.1 Water withdrawal by facility (in cubic meters)","Water withdrawal (not consumption) at the data center site, per Meta. Rounded to nearest 1,000 m3 in the source."
prometheus_oh,Meta New Albany (OH),Meta,2021,water_m3,121194,m3,https://sustainability.atmeta.com/wp-content/uploads/2023/07/Meta-2023-Environmental-Data-Index.pdf,"2023 Environmental Data Index, 3.1 Water withdrawal by facility (in cubic meters)","Water withdrawal (not consumption) at the data center site, per Meta."
prometheus_oh,Meta New Albany (OH),Meta,2022,water_m3,87413,m3,https://sustainability.atmeta.com/wp-content/uploads/2023/07/Meta-2023-Environmental-Data-Index.pdf,"2023 Environmental Data Index, 3.1 Water withdrawal by facility (in cubic meters)","Water withdrawal (not consumption) at the data center site, per Meta."
prometheus_oh,Meta New Albany (OH),Meta,2023,water_m3,72000,m3,https://sustainability.atmeta.com/wp-content/uploads/2025/10/Meta_2025-Environmental-Data-Index.pdf,"2025 Environmental Data Index, 3.1 Water Withdrawal by Facility (in megaliters)","Water withdrawal (not consumption) at the data center site, per Meta. Reported in megaliters (1 ML = 1,000 m3), integer-rounded by Meta."
prometheus_oh,Meta New Albany (OH),Meta,2024,water_m3,86000,m3,https://sustainability.atmeta.com/wp-content/uploads/2025/10/Meta_2025-Environmental-Data-Index.pdf,"2025 Environmental Data Index, 3.1 Water Withdrawal by Facility (in megaliters)","Water withdrawal (not consumption) at the data center site, per Meta. Reported in megaliters (1 ML = 1,000 m3), integer-rounded by Meta."
meta_fleet,Meta global data center fleet,Meta,2011,pue,1.08,ratio,https://sustainability.atmeta.com/wp-content/uploads/2023/04/2016-Facebook-Sustainability-Data-Disclosure.pdf,Facebook Sustainability Data 2016 - Annual Data Center PUE (fleet-wide),"Fleet-wide annual PUE (facility energy / IT energy). Meta does not publish per-site PUE; apply to Prineville, Lulea, New Albany as an approximation."
meta_fleet,Meta global data center fleet,Meta,2012,pue,1.09,ratio,https://sustainability.atmeta.com/wp-content/uploads/2023/04/2016-Facebook-Sustainability-Data-Disclosure.pdf,Facebook Sustainability Data 2016 - Annual Data Center PUE (fleet-wide),"Fleet-wide annual PUE (facility energy / IT energy). Meta does not publish per-site PUE; apply to Prineville, Lulea, New Albany as an approximation."
meta_fleet,Meta global data center fleet,Meta,2013,pue,1.09,ratio,https://sustainability.atmeta.com/wp-content/uploads/2023/04/2016-Facebook-Sustainability-Data-Disclosure.pdf,Facebook Sustainability Data 2016 - Annual Data Center PUE (fleet-wide),"Fleet-wide annual PUE (facility energy / IT energy). Meta does not publish per-site PUE; apply to Prineville, Lulea, New Albany as an approximation."
meta_fleet,Meta global data center fleet,Meta,2014,pue,1.08,ratio,https://sustainability.atmeta.com/wp-content/uploads/2023/04/2016-Facebook-Sustainability-Data-Disclosure.pdf,Facebook Sustainability Data 2016 - Annual Data Center PUE (fleet-wide),"Fleet-wide annual PUE (facility energy / IT energy). Meta does not publish per-site PUE; apply to Prineville, Lulea, New Albany as an approximation."
meta_fleet,Meta global data center fleet,Meta,2015,pue,1.09,ratio,https://sustainability.atmeta.com/wp-content/uploads/2023/04/2016-Facebook-Sustainability-Data-Disclosure.pdf,Facebook Sustainability Data 2016 - Annual Data Center PUE (fleet-wide),"Fleet-wide annual PUE (facility energy / IT energy). Meta does not publish per-site PUE; apply to Prineville, Lulea, New Albany as an approximation."
meta_fleet,Meta global data center fleet,Meta,2016,pue,1.1,ratio,https://sustainability.atmeta.com/wp-content/uploads/2023/04/2016-Facebook-Sustainability-Data-Disclosure.pdf,Facebook Sustainability Data 2016 - Annual Data Center PUE (fleet-wide),"Fleet-wide annual PUE (facility energy / IT energy). Meta does not publish per-site PUE; apply to Prineville, Lulea, New Albany as an approximation."
meta_fleet,Meta global data center fleet,Meta,2017,pue,1.1,ratio,https://sustainability.fb.com/wp-content/uploads/2022/06/2021-Meta-Sustainability-ESG-Data-Index.pdf,2021 Meta Sustainability ESG Data Index - Annual Data Center PUE (fleet-wide),"Fleet-wide annual PUE (facility energy / IT energy). Meta does not publish per-site PUE; apply to Prineville, Lulea, New Albany as an approximation."
meta_fleet,Meta global data center fleet,Meta,2018,pue,1.11,ratio,https://sustainability.fb.com/wp-content/uploads/2022/06/2021-Meta-Sustainability-ESG-Data-Index.pdf,2021 Meta Sustainability ESG Data Index - Annual Data Center PUE (fleet-wide),"Fleet-wide annual PUE (facility energy / IT energy). Meta does not publish per-site PUE; apply to Prineville, Lulea, New Albany as an approximation."
meta_fleet,Meta global data center fleet,Meta,2019,pue,1.11,ratio,https://sustainability.fb.com/wp-content/uploads/2022/06/2021-Meta-Sustainability-ESG-Data-Index.pdf,2021 Meta Sustainability ESG Data Index - Annual Data Center PUE (fleet-wide),"Fleet-wide annual PUE (facility energy / IT energy). Meta does not publish per-site PUE; apply to Prineville, Lulea, New Albany as an approximation."
meta_fleet,Meta global data center fleet,Meta,2020,pue,1.1,ratio,https://sustainability.atmeta.com/wp-content/uploads/2025/10/Meta_2025-Environmental-Data-Index.pdf,"2025 Environmental Data Index, 2.4 Power Usage Effectiveness (PUE) - annual fleet-wide","Fleet-wide annual PUE (facility energy / IT energy). Meta does not publish per-site PUE; apply to Prineville, Lulea, New Albany as an approximation."
meta_fleet,Meta global data center fleet,Meta,2021,pue,1.09,ratio,https://sustainability.atmeta.com/wp-content/uploads/2025/10/Meta_2025-Environmental-Data-Index.pdf,"2025 Environmental Data Index, 2.4 Power Usage Effectiveness (PUE) - annual fleet-wide","Fleet-wide annual PUE (facility energy / IT energy). Meta does not publish per-site PUE; apply to Prineville, Lulea, New Albany as an approximation."
meta_fleet,Meta global data center fleet,Meta,2022,pue,1.08,ratio,https://sustainability.atmeta.com/wp-content/uploads/2025/10/Meta_2025-Environmental-Data-Index.pdf,"2025 Environmental Data Index, 2.4 Power Usage Effectiveness (PUE) - annual fleet-wide","Fleet-wide annual PUE (facility energy / IT energy). Meta does not publish per-site PUE; apply to Prineville, Lulea, New Albany as an approximation."
meta_fleet,Meta global data center fleet,Meta,2023,pue,1.08,ratio,https://sustainability.atmeta.com/wp-content/uploads/2025/10/Meta_2025-Environmental-Data-Index.pdf,"2025 Environmental Data Index, 2.4 Power Usage Effectiveness (PUE) - annual fleet-wide","Fleet-wide annual PUE (facility energy / IT energy). Meta does not publish per-site PUE; apply to Prineville, Lulea, New Albany as an approximation."
meta_fleet,Meta global data center fleet,Meta,2024,pue,1.08,ratio,https://sustainability.atmeta.com/wp-content/uploads/2025/10/Meta_2025-Environmental-Data-Index.pdf,"2025 Environmental Data Index, 2.4 Power Usage Effectiveness (PUE) - annual fleet-wide","Fleet-wide annual PUE (facility energy / IT energy). Meta does not publish per-site PUE; apply to Prineville, Lulea, New Albany as an approximation."
meta_fleet,Meta global data center fleet,Meta,2020,wue,0.3,L/kWh,https://sustainability.atmeta.com/wp-content/uploads/2025/10/Meta_2025-Environmental-Data-Index.pdf,"2025 Environmental Data Index, Water Usage Effectiveness (WUE) - annual fleet-wide",Fleet-wide annual WUE = water withdrawal (L) / IT electricity (kWh). Not site-specific.
meta_fleet,Meta global data center fleet,Meta,2021,wue,0.26,L/kWh,https://sustainability.atmeta.com/wp-content/uploads/2025/10/Meta_2025-Environmental-Data-Index.pdf,"2025 Environmental Data Index, Water Usage Effectiveness (WUE) - annual fleet-wide",Fleet-wide annual WUE = water withdrawal (L) / IT electricity (kWh). Not site-specific.
